,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
1580,CHEMBL4079847,,0,387.53,0,4.09,21b,Cc1ccc([C@@H]2CN(C(=O)[C@@H]3CCC[C@@H](N)C3)C[C@H]2c2ccc(C#N)cc2)cc1,IC50,'=',3000.0,nM,5.52,,,UO_0000065,14.25,0.26,1.43,7.88,False,CHEMBL4047447,Inhibition of recombinant human N-terminal truncated LSD1 (151 to 852 residues) expressed in Escherichia coli using histone H3(1-21)K4(Me1) biotin peptide as substrate measured after 30 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4043241,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
1581,CHEMBL3922755,,0,298.35,0,3.42,BDBM254569,NC1CCC(NC2CC2c2ccc(C(F)(F)F)cc2)CC1,IC50,'=',37.0,nM,7.43,,443243,UO_0000065,24.91,0.48,4.01,19.53,False,CHEMBL3887191,"Biological Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc (catalog reference number 50100: human recombinant LSD1, GenBank accession no. NM_015013, amino acids 158-end with N-terminal GST tag, MW: 103 kDa). In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Anaspec) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red hydrogen peroxide/peroxidase assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of at least eight 3-fold serial dilutions of the respective inhibitor (e.g., from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in duplicate. After leaving the enzyme interacting with the inhibitor, KM of di-methylated H3-K4 peptide was added to each reaction and the experiment was left for 30 minutes at 37° C. in the dark. The enzymatic reactions were set up in a 50 mM sodium phosphate, pH 7.4 buffer. At the end of the incubation, Amplex Red reagent and horseradish peroxidase (HPR) solution were added to the reaction according to the recommendations provided by the supplier (Invitrogen), and left to incubate for 5 extra minutes at room temperature in the dark. A 1 uM H2O2 solution was used as a control of the kit efficiency. The conversion of the Amplex Red reagent to resorufin due to the presence of H2O2 in the assay, was monitored by fluorescence (excitation at 540 nm, emission at 590 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure level of H2O2 produced in the absence and/or in the presence of inhibitor. The maximum demethylase activity of LSD1 was obtained in the absence of inhibitor and corrected for background fluorescence in the absence of LSD1. The IC50 value of each inhibitor was calculated with GraphPad Prism Software.",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886143,37,BindingDB Database,,2016.0,None,
1582,CHEMBL3134351,,0,395.85,0,4.17,16u,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,IC50,'=',26100.0,nM,4.58,,,UO_0000065,11.58,0.25,0.41,4.48,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
1583,CHEMBL1594810,,0,252.73,0,3.74,8,CC(=O)c1csc(Nc2ccccc2Cl)n1,Inhibition,,,,,,Active,,,,,,False,CHEMBL3135663,Inhibition of LSD1 (unknown origin) using ARTK(Me)QTARKSTGGKAPRKQLA-biotin as substrate at 1.5 to 200 uM after 90 mins by LC-MS analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
1584,CHEMBL3134321,,0,297.18,0,3.85,12k,CC(=O)c1csc(Nc2ccc(Br)cc2)n1,Activity,'=',90.0,%,,,,UO_0000187,,,,,False,CHEMBL3135138,Reversible inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1) biotin peptide as substrate assessed as enzyme activity at 10XIC50 incubated for 20 mins followed by 100 fold dilution and substrate addition measured after 20 to 60 mins by TR-FRET assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
1585,CHEMBL1085949,,0,837.61,3,6.62,2d,Cl.N=C(NCCCNCCCCCCCNCCCNC(=N)NC(=N)NCCC(c1ccccc1)c1ccccc1)NC(=N)NCCC(c1ccccc1)c1ccccc1,Inhibition,,,,,,Active,,,,,,False,CHEMBL1119013,Inhibition of LSD1 in human HCT116 cells assessed as increase in cellular histone 3 dimethyllysine 4 level treated at increasing concentration after 48 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HCT-116,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155444,1,Scientific Literature,J. Med. Chem.,2010.0,CHEMBL3308372,
1586,CHEMBL3217137,,0,750.77,3,5.64,31,Cl.Cl.O=C(NCCCNCCCCNCCCNC(=O)NC(=O)N(c1ccccc1)c1ccccc1)NC(=O)C(c1ccccc1)c1ccccc1,Inhibition,'=',73.9,%,,,,UO_0000187,,,,,False,CHEMBL1119017,Inhibition of N-terminal histidine-tagged full length human recombinant LSD1 expressed in Escherichia coli BL2 (DE3) at 10 uM by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155444,1,Scientific Literature,J. Med. Chem.,2010.0,None,
1587,CHEMBL3144164,,0,753.95,3,6.32,26,Cl.Cl.S=C(NCCCNCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL1119019,Inhibition of LSD1 in human Calu6 cells assessed as increase in cellular histone 3 dimethyllysine 4 level at 10 uM after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-6,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155444,1,Scientific Literature,J. Med. Chem.,2010.0,CHEMBL3307639,
1588,CHEMBL3144157,,0,541.57,1,2.72,4,Cl.Cl.O=C(NCCCNCCCCNCCCNC(=O)NCc1ccccc1)NCc1ccccc1,Activity,'=',49.5,%,,,,UO_0000187,,,,,False,CHEMBL1119016,Inhibition of N-terminal histidine-tagged full length human recombinant LSD1 expressed in Escherichia coli BL2 (DE3) assessed as residual activity at 10 uM by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155444,1,Scientific Literature,J. Med. Chem.,2010.0,None,
1589,CHEMBL3216053,,0,403.4,1,-0.03,14,CCNC(=O)NCCCNCCCNCCCNC(=O)NCC.Cl.Cl,Activity,'=',65.5,%,,,,UO_0000187,,,,,False,CHEMBL1119016,Inhibition of N-terminal histidine-tagged full length human recombinant LSD1 expressed in Escherichia coli BL2 (DE3) assessed as residual activity at 10 uM by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155444,1,Scientific Literature,J. Med. Chem.,2010.0,None,
1590,CHEMBL3216468,,0,793.84,3,7.41,32,Cl.Cl.O=C(NCCCNCCCCCCCNCCCNC(=O)NC(=O)N(c1ccccc1)c1ccccc1)NC(=O)N(c1ccccc1)c1ccccc1,Activity,'=',70.0,%,,,,UO_0000187,,,,,False,CHEMBL1119016,Inhibition of N-terminal histidine-tagged full length human recombinant LSD1 expressed in Escherichia coli BL2 (DE3) assessed as residual activity at 10 uM by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155444,1,Scientific Literature,J. Med. Chem.,2010.0,None,
1591,CHEMBL3216255,,0,487.56,1,2.31,12,CCCNC(=O)NCCCNCCCCCCCNCCCNC(=O)NCCC.Cl.Cl,Activity,'=',91.5,%,,,,UO_0000187,,,,,False,CHEMBL1119016,Inhibition of N-terminal histidine-tagged full length human recombinant LSD1 expressed in Escherichia coli BL2 (DE3) assessed as residual activity at 10 uM by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155444,1,Scientific Literature,J. Med. Chem.,2010.0,None,
1592,CHEMBL4080173,,0,460.54,0,3.32,15g,Cc1cc(COc2cc(C(=O)N3CCCC(N4CCCC4)C3)nn2-c2ccc(C#N)cc2)on1,Kd,'=',230.0,nM,6.64,,,UO_0000065,14.41,0.27,3.32,6.61,False,CHEMBL4022411,Reversible inhibition of human recombinant N-terminal truncated LSD1 (151 to 852 residues) expressed in Escherichia coli by SPR analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020789,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
1593,CHEMBL4103503,,0,407.43,0,1.58,11m,Cc1nc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)no1,IC50,'=',190.0,nM,6.72,,,UO_0000065,16.5,0.31,5.14,4.94,False,CHEMBL4022410,Inhibition of human recombinant N-terminal truncated LSD1 (151 to 852 residues) expressed in Escherichia coli using Histone H3(1 to 21)K4(Me1) biotin peptide as substrate incubated for 30 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020789,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
1594,CHEMBL3946518,,0,260.38,0,2.41,BDBM254570,COc1ccc(C2CC2NC2CCC(N)CC2)cc1,IC50,'=',36.0,nM,7.44,,443244,UO_0000065,28.59,0.54,5.03,15.74,False,CHEMBL3887191,"Biological Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc (catalog reference number 50100: human recombinant LSD1, GenBank accession no. NM_015013, amino acids 158-end with N-terminal GST tag, MW: 103 kDa). In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Anaspec) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red hydrogen peroxide/peroxidase assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of at least eight 3-fold serial dilutions of the respective inhibitor (e.g., from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in duplicate. After leaving the enzyme interacting with the inhibitor, KM of di-methylated H3-K4 peptide was added to each reaction and the experiment was left for 30 minutes at 37° C. in the dark. The enzymatic reactions were set up in a 50 mM sodium phosphate, pH 7.4 buffer. At the end of the incubation, Amplex Red reagent and horseradish peroxidase (HPR) solution were added to the reaction according to the recommendations provided by the supplier (Invitrogen), and left to incubate for 5 extra minutes at room temperature in the dark. A 1 uM H2O2 solution was used as a control of the kit efficiency. The conversion of the Amplex Red reagent to resorufin due to the presence of H2O2 in the assay, was monitored by fluorescence (excitation at 540 nm, emission at 590 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure level of H2O2 produced in the absence and/or in the presence of inhibitor. The maximum demethylase activity of LSD1 was obtained in the absence of inhibitor and corrected for background fluorescence in the absence of LSD1. The IC50 value of each inhibitor was calculated with GraphPad Prism Software.",B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886143,37,BindingDB Database,,2016.0,None,
1595,CHEMBL4082935,,0,420.47,0,2.43,15m,Cc1cc(COc2cc(C(=O)N3CCC(CN)CC3)nn2-c2ccc(C#N)cc2)on1,Kd,'=',240.0,nM,6.62,,,UO_0000065,15.74,0.29,4.19,5.37,False,CHEMBL4022411,Reversible inhibition of human recombinant N-terminal truncated LSD1 (151 to 852 residues) expressed in Escherichia coli by SPR analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020789,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
1596,CHEMBL1797652,,0,2269.65,None,None,5,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCNN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)O,Ki,'=',4.35,nM,8.36,,,UO_0000065,3.68,None,None,None,False,CHEMBL3110658,Inhibition of recombinant LSD1 (178 to 831) (unknown origin) expressed in baculovirus infected insect Sf9 cells using diMeK4H3-21 as substrate by peroxidase-coupled assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3108747,1,Scientific Literature,ACS Med. Chem. Lett.,2014.0,CHEMBL3308860,
1597,CHEMBL3108897,,0,2280.74,None,None,9,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@H]1CCCCNC(=O)CC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(N)=O)[C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC1=O,Ki,'=',385.0,nM,6.42,,,UO_0000065,2.81,None,None,None,False,CHEMBL3110606,Competitive inhibition of recombinant LSD1 (unknown origin) using H3K4Me2 peptide as substrate preincubated for 30 mins followed by substrate addition by Lineweaver-Burk plot analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3108747,1,Scientific Literature,ACS Med. Chem. Lett.,2014.0,None,
1598,CHEMBL3133840,,0,531.66,1,3.52,8h,Cc1cc(O)cc2oc(=O)cc(Cn3cc(CSC(=S)N4CCN(C(=O)OC(C)(C)C)CC4)nn3)c12,IC50,'>',125000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL3134848,Inhibition of recombinant human LSD1 expressed in Escherichia coli BL21(DE3) using H3K4me2 as substrate by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132841,1,Scientific Literature,MedChemComm,2014.0,None,
1599,CHEMBL3181896,,0,390.49,0,2.63,SID156647495,O=C(NCCCN1CCNCC1)c1cccc(-c2cc(O)c3ncccc3c2)c1,Potency,,24148.9,nM,,,inconclusive,UO_0000065,,,,,False,CHEMBL3215162,PubChem BioAssay. qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E): Counterscreen with LSD1.   (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
1600,CHEMBL3187956,,0,349.43,0,3.29,SID104224401,CN(C)CCCNC(=O)c1ccc(-c2cnc3c(O)cccc3c2)cc1,Potency,,19182.1,nM,,,inconclusive,UO_0000065,,,,,False,CHEMBL3215162,PubChem BioAssay. qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E): Counterscreen with LSD1.   (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
1601,CHEMBL3134334,,0,342.75,0,3.73,16b,O=S(=O)(Nc1nc(-c2ccc(Cl)cc2)cs1)C(F)(F)F,IC50,'=',44400.0,nM,4.35,,,UO_0000065,12.7,0.30,0.62,7.37,False,CHEMBL3135142,Inhibition of LSD1 (unknown origin) using histone H3 (1 to 21) K4(Me1)-biotin peptide as substrate after 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132811,1,Scientific Literature,MedChemComm,2013.0,None,
1602,CHEMBL2182005,,0,261.2,0,1.78,29,N/C(CC(=O)Nc1ccccc1C(F)(F)F)=N\O,FC,'=',1.66,,,,,,,,,,False,CHEMBL2182197,Inhibition of LSD1 in human Calu6 cells assessed as increase in GATA4 mRNA expression at 10 uM after 24 hrs by qPCR analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-6,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2177075,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307639,
1603,CHEMBL2181954,,0,229.19,0,1.04,16,N/C(CC(=O)Nc1ccc(F)c(F)c1)=N\O,FC,'=',21.4,,,,,,,,,,False,CHEMBL2184302,Inhibition of LSD1 in human Calu6 cells assessed as increase in H3K4me2 at 10 uM after 48 hrs by Western blot method relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-6,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2177075,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307639,
1604,CHEMBL2182007,,0,272.1,0,1.52,31,N/C(CC(=O)Nc1ccccc1Br)=N\O,FC,'=',6.7,,,,,,,,,,False,CHEMBL2184302,Inhibition of LSD1 in human Calu6 cells assessed as increase in H3K4me2 at 10 uM after 48 hrs by Western blot method relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-6,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2177075,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307639,
1605,CHEMBL2181961,,0,221.26,0,1.32,24,CCc1ccccc1NC(=O)C/C(N)=N/O,FC,'=',5.4,,,,,,,,,,False,CHEMBL2184302,Inhibition of LSD1 in human Calu6 cells assessed as increase in H3K4me2 at 10 uM after 48 hrs by Western blot method relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-6,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2177075,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307639,
1606,CHEMBL4215832,,0,718.86,2,-2.42,S4,C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN[C@@H]1C[C@H]1c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL4182597,Inhibition of human recombinant LSD1 at 1 uM incubated for 30 mins using H3K4me2 peptide substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4177723,1,Scientific Literature,Bioorg Med Chem Lett,2018.0,None,
1607,CHEMBL3415546,,0,321.74,0,3.67,8,C#CCSc1nc(Cl)c(C#N)c(-c2ccc(F)c(F)c2)n1,IC50,'=',24378.11,nM,4.61,,,UO_0000065,14.34,0.30,0.94,9.31,False,CHEMBL4036634,Inhibition of LSD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033745,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
1608,CHEMBL4103503,,0,407.43,0,1.58,11m,Cc1nc(COc2cc(C(=O)N3CCC[C@@H](N)C3)nn2-c2ccc(C#N)cc2)no1,IC50,'=',420.0,nM,6.38,,,UO_0000065,15.65,0.29,4.80,4.69,False,CHEMBL4022417,Inhibition of LSD1 in human THP1 cells assessed as upregulation of CD86 levels by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020789,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
1609,CHEMBL3415552,,0,500.58,1,3.63,30,COc1cc(-c2nc(SCc3ccc(F)cc3)nc(NNC(N)=S)c2C#N)cc(OC)c1OC,IC50,'=',125000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL4036634,Inhibition of LSD1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033745,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
1610,CHEMBL1797639,,0,443.55,0,3.39,4; NCL1,NC1CC1c1cccc(OCC[C@H](NC(=O)c2ccccc2)C(=O)NCc2ccccc2)c1,IC50,'=',2500.0,nM,5.6,,,UO_0000065,12.63,0.23,2.21,5.99,True,CHEMBL3737804,Inhibition of full length human fusion His6 tagged LSD1 expressed in Escherichia coli BL21(DE3) cells using H3K4me2 peptide substrate preincubated for 5 mins by peroxidase-coupled method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3734748,1,Scientific Literature,MedChemComm,2015.0,None,
1611,CHEMBL3735901,,0,461.95,0,4.89,12f,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2cn(C(=O)OCc3ccccc3)c3ccccc23)cc1,FC,'<=',4.0,,,,,,,,,,False,CHEMBL3737232,Inhibition of LSD1 in human NB4 cells assessed as induction of ITGAM mRNA expression at IC50 after 24 hrs by quantitative RT-PCR analysis relative to vehicle-treated control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3734732,1,Scientific Literature,MedChemComm,2015.0,CHEMBL3308423,
1612,CHEMBL4471455,,0,449.92,0,2.15,7l,O=C(N/N=C1\CCc2c(Cl)ccc(O)c21)c1ccc(S(=O)(=O)N2CCOCC2)cc1,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL4432425,Inhibition of LSD1 (unknown origin) at 10 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4431347,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
1613,CHEMBL4448235,,0,314.35,0,0.81,L05,O=C(CCC1NC(=O)NC1=O)NCCc1c[nH]c2ccccc12,Inhibition,,,,,,Dose-dependent effect,,,,,,False,CHEMBL4332935,Inhibition of LSD1 in human SW620 cells assessed as increase in H3K4me2 level after 24 hrs by co-immunoprecipitation based Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4330120,1,Scientific Literature,Bioorg Med Chem Lett,2019.0,None,
1614,CHEMBL3651102,,0,292.3,0,3.75,BDBM153425,FC(F)(F)c1ccc(CN[C@H]2CC2c2ccccc2)cn1,IC50,'=',280.0,nM,6.55,,294664,UO_0000065,22.42,0.43,2.80,26.30,False,CHEMBL3705690,"Amplex Red Peroxide/Peroxidase-Coupled Assay: The compounds of the invention can be tested for their ability to inhibit LSD1. The ability of the compounds of the invention to inhibit LSD1 can be tested as follows. Human recombinant LSD1 protein was purchased from BPS Bioscience Inc. In order to monitor LSD1 enzymatic activity and/or its inhibition rate by our inhibitor(s) of interest, di-methylated H3-K4 peptide (Millipore) was chosen as a substrate. The demethylase activity was estimated, under aerobic conditions, by measuring the release of H2O2 produced during the catalytic process, using the Amplex Red peroxide/peroxidase-coupled assay kit (Invitrogen).Briefly, a fixed amount of LSD1 was incubated on ice for 15 minutes, in the absence and/or in the presence of various concentrations of inhibitor (from 0 to 75 uM, depending on the inhibitor strength). Tranylcypromine (Biomol International) was used as a control for inhibition. Within the experiment, each concentration of inhibitor was tested in triplicate.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL6136,Lysine-specific histone demethylase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638785,37,BindingDB Database,,2015.0,None,
